,Rank,Release,Domestic Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor,Year,id,budget,Worldwide Gross,Release_Date,Profit
639,40,Zookeeper,108856665.95737511,3482.0,20065617.0,0.25,3482.0,Jul 8,Oct 27,Sony Pictures Releasing,2011,38317.0,108367868.6221598,230146260.98631185,2011-07-08,121778392.36415206
640,41,War Horse,108211925.90461414,2856.0,7515402.0,0.094,2376.0,Dec 25,May 3,Walt Disney Studios Motion Pictures,2011,57212.0,89403491.61328183,240556185.4594268,2011-12-25,151152693.84614497
641,42,Limitless,107351181.59772205,2838.0,18907302.0,0.239,2756.0,Mar 18,Jul 7,Relativity Media,2011,51876.0,36574155.659978926,219309474.1240959,2011-03-18,182735318.46411696
642,43,Tower Heist,105721755.55212747,3370.0,24025190.0,0.308,3367.0,Nov 4,Feb 2,Universal Pictures,2011,59108.0,101594876.8332748,207159570.76961312,2011-11-04,105564693.93633832
643,44,The Adventures of Tintin,105105766.84951031,3087.0,9720993.0,0.125,3087.0,Dec 21,Mar 22,Paramount Pictures,2011,17578.0,176097786.51100966,506611591.8431308,2011-12-21,330513805.33212113
644,45,Contagion,102486333.94873276,3222.0,22403596.0,0.29600000000000004,3222.0,Sep 9,Dec 15,Warner Bros.,2011,39538.0,81275901.46661983,186327163.3420083,2011-09-09,105051261.87538846
645,46,We Bought a Zoo,102440891.23762442,3170.0,9360434.0,0.124,3117.0,Dec 23,May 17,Twentieth Century Fox,2011,74465.0,67729917.88884987,162662664.6174385,2011-12-23,94932746.72858863
646,47,Moneyball,102415075.30212191,3018.0,19501302.0,0.258,2993.0,Sep 23,Feb 2,Sony Pictures Releasing,2011,60308.0,67729917.88884987,149285159.21041706,2011-09-23,81555241.3215672
647,48,Jack and Jill,100454517.68796875,3438.0,25003575.0,0.337,3438.0,Nov 11,Feb 26,Sony Pictures Releasing,2011,71880.0,107013270.2643828,202783374.1592165,2011-11-11,95770103.8948337
648,49,Hugo,100056739.88020754,2608.0,11364505.0,0.154,1277.0,Nov 23,Apr 12,Paramount Pictures,2011,44826.0,230281720.82208955,251643953.65997005,2011-11-23,21362232.837880492
649,50,Justin Bieber: Never Say Never,98904522.58087748,3118.0,29514054.0,0.40399999999999997,3105.0,Feb 11,May 12,Paramount Pictures,2011,54518.0,17609778.651100967,133427938.24103424,2011-02-11,115818159.58993328
650,1,Toy Story 3,579909825.667535,4028.0,110307189.0,0.266,4028.0,Jun 18,Dec 2,Walt Disney Studios Motion Pictures,2010,10193.0,279471328.4660821,1491421243.1985452,2010-06-18,1211949914.7324631
651,2,Alice in Wonderland,466984167.36627287,3739.0,116101023.0,0.34700000000000003,3728.0,Mar 5,Jul 8,Walt Disney Studios Motion Pictures,2010,12155.0,279471328.4660821,1432943277.6498694,2010-03-05,1153471949.1837873
652,3,Iron Man 2,436580790.35826576,4390.0,128122480.0,0.41,4380.0,May 7,Aug 19,Paramount Pictures,2010,10138.0,279471328.4660821,871857384.4441886,2010-05-07,592386055.9781065
653,4,The Twilight Saga: Eclipse,419950038.491039,4468.0,64832191.0,0.21600000000000003,4468.0,Jun 30,Oct 21,Summit Entertainment,2010,24021.0,95020251.67846791,976041523.3407656,2010-06-30,881021271.6622977
654,5,Harry Potter and the Deathly Hallows: Part 1,413594237.2606578,4125.0,125017372.0,0.42200000000000004,4125.0,Nov 19,Apr 7,Warner Bros.,2010,12444.0,349339160.5826026,1333505643.4646878,2010-11-19,984166482.8820852
655,6,Inception,408833289.4710074,3792.0,62785337.0,0.215,3792.0,Jul 16,Jan 6,Warner Bros.,2010,27205.0,223577062.77286568,1153563691.2367833,2010-07-16,929986628.4639176
656,7,Despicable Me,351630566.9650457,3602.0,56397125.0,0.22399999999999998,3476.0,Jul 9,Jan 20,Universal Pictures,2010,20352.0,96417608.32079832,745769240.0117401,2010-07-09,649351631.6909418
657,8,Shrek Forever After,333600435.0830704,4386.0,70838207.0,0.297,4359.0,May 21,Sep 9,DreamWorks,2010,10192.0,230563845.98451772,1051651820.5260758,2010-05-21,821087974.5415581
658,9,How to Train Your Dragon,304038578.3842774,4060.0,43732319.0,0.201,4055.0,Mar 26,Jul 22,DreamWorks,2010,10191.0,230563845.98451772,691523115.9548098,2010-03-26,460959269.9702921
659,10,Tangled,280619866.1952526,3603.0,48767052.0,0.243,3603.0,Nov 24,Jun 2,Walt Disney Studios Motion Pictures,2010,38757.0,363312727.0059067,827880336.5367795,2010-11-24,464567609.5308728
660,11,The Karate Kid,246761470.39217448,3740.0,55665805.0,0.315,3663.0,Jun 11,Sep 23,Sony Pictures Releasing,2010,38575.0,55894265.69321642,501827132.2753971,2010-06-11,445932866.5821807
661,12,Tron: Legacy,240433044.77577317,3451.0,44026211.0,0.256,3451.0,Dec 17,Apr 14,Walt Disney Studios Motion Pictures,2010,20526.0,237550629.19616976,559030359.2271067,2010-12-17,321479730.03093696
662,13,True Grit,239287550.4893697,3464.0,24830443.0,0.145,3047.0,Dec 22,Apr 28,Paramount Pictures,2010,44264.0,53099552.4085556,352553080.8599626,2010-12-22,299453528.45140696
663,14,Clash of the Titans,228069407.874014,3802.0,61235105.0,0.375,3777.0,Apr 2,Jul 22,Warner Bros.,2010,18823.0,174669580.2913013,689176295.9973584,2010-04-02,514506715.70605713
664,15,Grown Ups,226373433.32250428,3534.0,40506562.0,0.25,3534.0,Jun 25,Oct 28,Sony Pictures Releasing,2010,38365.0,111788531.38643284,379284777.5281487,2010-06-25,267496246.14171588
665,16,Little Fockers,207421663.68822685,3675.0,30833665.0,0.20800000000000002,3536.0,Dec 22,Mar 17,Universal Pictures,2010,39451.0,139735664.23304105,434089658.39357775,2010-12-22,294353994.1605367
666,17,Megamind,207389878.0166838,3949.0,46016833.0,0.31,3944.0,Nov 5,Feb 24,DreamWorks,2010,38055.0,181656363.50295335,449789211.7943556,2010-11-05,268132848.29140222
667,18,The King's Speech,189276349.09558094,2584.0,355450.0,0.003,4.0,Nov 26,Mar 31,The Weinstein Company,2010,45269.0,20960349.63495616,578801259.3251183,2010-11-26,557840909.6901622
668,19,The Last Airbender,184132740.77885497,3203.0,40325019.0,0.306,3169.0,Jul 1,Sep 23,Paramount Pictures,2010,10196.0,209603496.34956157,446754315.2605844,2010-07-01,237150818.91102284
669,20,Shutter Island,178879723.62910444,3356.0,41062440.0,0.321,2991.0,Feb 19,Jun 10,Paramount Pictures,2010,11324.0,111788531.38643284,411940738.159005,2010-02-19,300152206.77257216
670,21,The Other Guys,166592828.1567854,3651.0,35543162.0,0.298,3651.0,Aug 6,Nov 18,Sony Pictures Releasing,2010,27581.0,139735664.23304105,238155582.61526394,2010-08-06,98419918.38222289
671,22,Salt,165323175.93799755,3612.0,36011243.0,0.304,3612.0,Jul 23,Oct 28,Sony Pictures Releasing,2010,27576.0,153709230.65634516,409885328.54517186,2010-07-23,256176097.8888267
672,23,Jackass 3D,163811688.79454815,3139.0,50353641.0,0.43,3081.0,Oct 15,Jan 20,Paramount Pictures,2010,16290.0,27947132.84660821,163804113.7241901,2010-10-15,135856980.87758186
673,24,Valentine's Day,154387862.49911946,3665.0,56260707.0,0.509,3665.0,Feb 12,May 6,Warner Bros.,2010,32856.0,72662545.40118134,302527713.0645339,2010-02-12,229865167.66335255
674,25,Black Swan,149453829.73161024,2407.0,1443809.0,0.013000000000000001,18.0,Dec 3,May 5,-,2010,44214.0,18165636.350295335,460289277.9836372,2010-12-03,442123641.6333419
675,26,Robin Hood,147099356.45182887,3505.0,36063385.0,0.34299999999999997,3503.0,May 14,Aug 5,Universal Pictures,2010,20662.0,279471328.4660821,449487349.2230528,2010-05-14,170016020.7569707
676,27,The Chronicles of Narnia: The Voyage of the Dawn Treader,145865797.95511246,3555.0,24005069.0,0.23,3555.0,Dec 10,Apr 14,Twentieth Century Fox,2010,10140.0,216590279.5612136,580861896.4501504,2010-12-10,364271616.88893676
677,28,The Expendables,144023486.62659132,3398.0,34825135.0,0.33799999999999997,3270.0,Aug 13,Oct 21,Lionsgate Films,2010,27578.0,111788531.38643284,383574398.3196977,2010-08-13,271785866.93326485
678,29,Due Date,140488899.54959276,3365.0,32689406.0,0.325,3355.0,Nov 5,Jan 27,Warner Bros.,2010,41733.0,90828181.75147668,295960136.84558094,2010-11-05,205131955.09410426
679,30,Yogi Bear,140079429.33797738,3515.0,16411322.0,0.16399999999999998,3515.0,Dec 17,Apr 7,Warner Bros.,2010,41515.0,111788531.38643284,284375175.5354037,2010-12-17,172586644.1489709
680,31,Date Night,137935036.05316067,3380.0,25207599.0,0.255,3374.0,Apr 9,Sep 9,Twentieth Century Fox,2010,35056.0,76854615.32817258,212817416.6269215,2010-04-09,135962801.2987489
681,32,The Social Network,135491464.51915103,2921.0,22445653.0,0.231,2771.0,Oct 1,Mar 3,Sony Pictures Releasing,2010,37799.0,55894265.69321642,314293896.1602982,2010-10-01,258399630.46708182
682,33,Sex and the City 2,133234730.74707414,3445.0,31001870.0,0.325,3445.0,May 27,Aug 19,Warner Bros.,2010,37786.0,139735664.23304105,406211575.9254503,2010-05-27,266475911.69240928
683,34,The Book of Eli,132518399.61944637,3111.0,32789494.0,0.34600000000000003,3111.0,Jan 15,May 13,Warner Bros.,2010,20504.0,111788531.38643284,219535565.01086876,2010-01-15,107747033.62443592
684,35,The Fighter,130816349.36125582,2534.0,300010.0,0.003,4.0,Dec 10,Mar 31,Paramount Pictures,2010,45317.0,34933916.05826026,130816349.36125582,2010-12-10,95882433.30299556
685,36,The Town,128817085.53731151,2935.0,23808032.0,0.258,2861.0,Sep 17,Jan 6,Warner Bros.,2010,23168.0,51702195.76622519,215229444.23208717,2010-09-17,163527248.46586198
686,37,Prince of Persia: The Sands of Time,126823636.11435594,3646.0,30095259.0,0.332,3646.0,May 28,Sep 23,Walt Disney Studios Motion Pictures,2010,9543.0,279471328.4660821,470022811.61055875,2010-05-28,190551483.14447665
687,38,RED,126293319.70559855,3349.0,21761408.0,0.24100000000000002,3255.0,Oct 15,Feb 3,Summit Entertainment,2010,39514.0,81046685.2551638,278073971.8237517,2010-10-15,197027286.5685879
688,39,Percy Jackson & the Olympians: The Lightning Thief,124040977.82544851,3396.0,31236067.0,0.35200000000000004,3356.0,Feb 12,Jul 1,Twentieth Century Fox,2010,32657.0,132748881.021389,316497379.4654492,2010-02-12,183748498.4440602
689,40,Paranormal Activity 2,118430037.55326155,3239.0,40678424.0,0.48,3216.0,Oct 22,Jan 20,Paramount Pictures,2010,41436.0,4192069.9269912313,248047617.00876835,2010-10-22,243855547.08177713
690,41,Unstoppable,113972518.77171001,3261.0,22688457.0,0.278,3207.0,Nov 12,Mar 10,Twentieth Century Fox,2010,44048.0,139735664.23304105,234484082.53444985,2010-11-12,94748418.3014088
691,42,Eat Pray Love,112590628.07269692,3108.0,23104523.0,0.287,3082.0,Aug 13,Nov 4,Sony Pictures Releasing,2010,38167.0,83841398.53982463,285890807.2386543,2010-08-13,202049408.69882968
692,43,Dear John,111809270.9537183,3062.0,30468614.0,0.381,2969.0,Feb 5,Apr 29,Screen Gems,2010,22971.0,34933916.05826026,160664019.99031442,2010-02-05,125730103.93205416
693,44,The A-Team,107906812.97234656,3544.0,25669455.0,0.332,3535.0,Jun 11,Sep 16,Twentieth Century Fox,2010,34544.0,153709230.65634516,247665808.86924458,2010-06-11,93956578.21289942
695,46,Dinner for Schmucks,102043837.07200903,3046.0,23527839.0,0.322,2911.0,Jul 30,Oct 14,DreamWorks,2010,38778.0,96417608.32079832,120714645.79563963,2010-07-30,24297037.47484131
696,47,The Tourist,94504846.46244083,2756.0,16472458.0,0.244,2756.0,Dec 10,Mar 10,Sony Pictures Releasing,2010,37710.0,139735664.23304105,389487129.89799863,2010-12-10,249751465.66495758
697,48,The Bounty Hunter,93708452.3886341,3118.0,20686423.0,0.308,3074.0,Mar 19,Jul 8,Sony Pictures Releasing,2010,27573.0,55894265.69321642,190459710.34963495,2010-03-19,134565444.65641853
698,49,Diary of a Wimpy Kid,89435890.52697472,3083.0,22126166.0,0.34600000000000003,3077.0,Mar 19,Aug 19,Twentieth Century Fox,2010,33217.0,20960349.63495616,106473738.49688153,2010-03-19,85513388.86192536
699,50,The Sorcerer's Apprentice,88244456.74359797,3504.0,17619622.0,0.27899999999999997,3504.0,Jul 14,Oct 28,Walt Disney Studios Motion Pictures,2010,27022.0,209603496.34956157,300850885.09373736,2010-07-14,91247388.74417579
700,1,Avatar,1064875718.8064436,3461.0,77025481.0,0.10300000000000001,3452.0,Dec 18,Aug 12,Twentieth Century Fox,2009,19995.0,336605685.73253095,4152472876.6331773,2009-12-18,3815867190.900646
701,2,Transformers: Revenge of the Fallen,571110302.7111408,4293.0,108966307.0,0.271,4234.0,Jun 24,Oct 15,DreamWorks,2009,8373.0,284055430.99791646,1187777784.7177875,2009-06-24,903722353.719871
702,3,Harry Potter and the Half-Blood Prince,428865749.2380988,4455.0,77835727.0,0.258,4325.0,Jul 15,Dec 17,Warner Bros.,2009,767.0,355069288.7473955,1326480911.1915147,2009-07-15,971411622.4441192
